test_id,wp,technical_outcome,scientific_verdict,criterion_id,metric,threshold,message,duration_s
S2-012,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
S2-013,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
S2-014,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
S2-015,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
S2-016,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
S2-017,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
S2-018,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0999577827751637e-06
S2-019,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.700012944638729e-06
S2-020,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
S3-001,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,0.01076540001668036
S3-002,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,4.699977580457926e-06
S3-003,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.100015990436077e-06
S3-004,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.400010660290718e-06
S3-005,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.8999638743698597e-06
S3-006,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.200009137392044e-06
S3-007,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",9.00006853044033e-07
S3-008,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.800013706088066e-06
S3-009,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.300009898841381e-06
S3-010,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.100008375942707e-06
S3-011,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.200009137392044e-06
S3-012,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.300009898841381e-06
S3-013,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.200009137392044e-06
S3-014,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.00000761449337e-06
S3-015,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.3999676816165447e-06
S3-016,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.600012183189392e-06
S3-017,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.100008375942707e-06
S3-018,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",9.00006853044033e-07
S3-019,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.2999516911804676e-06
S3-020,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.200009137392044e-06
M1-001,M1,pass,undetermined,,0.0,,Base des transitions validée,0.0027089000213891268
M1-002,M1,pass,undetermined,,0.0,,Base des transitions validée,2.8999638743698597e-06
M1-003,M1,pass,undetermined,,0.0,,Base des transitions validée,1.500011421740055e-06
M1-004,M1,pass,undetermined,,0.0,,Base des transitions validée,1.300009898841381e-06
M1-005,M1,pass,undetermined,,0.0,,Base des transitions validée,1.300009898841381e-06
M1-006,M1,pass,undetermined,,0.0,,Base des transitions validée,1.100008375942707e-06
M1-007,M1,pass,undetermined,,0.0,,Base des transitions validée,1.1999509297311306e-06
M1-008,M1,pass,undetermined,,0.0,,Base des transitions validée,1.300009898841381e-06
M1-009,M1,pass,undetermined,,0.0,,Base des transitions validée,1.100008375942707e-06
M1-010,M1,pass,undetermined,,0.0,,Base des transitions validée,1.200009137392044e-06
M1-011,M1,pass,undetermined,,0.0,,Base des transitions validée,1.9000144675374031e-06
M1-012,M1,pass,undetermined,,0.0,,Base des transitions validée,1.3999524526298046e-06
M1-013,M1,pass,undetermined,,0.0,,Base des transitions validée,1.100008375942707e-06
M1-014,M1,pass,undetermined,,0.0,,Base des transitions validée,1.200009137392044e-06
M1-015,M1,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.900022082030773e-06
M2-001,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,7.24999699741602e-05
M2-002,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,2.200016751885414e-06
M2-003,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.200009137392044e-06
M2-004,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.100008375942707e-06
M2-005,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.0999501682817936e-06
M2-006,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.100008375942707e-06
M2-007,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.100008375942707e-06
M2-008,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.200009137392044e-06
M2-009,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.100008375942707e-06
M2-010,M2,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\nucleosynthesis_yields.csv,1.00000761449337e-06
M3-001,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,3.63999861292541e-05
M3-002,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.400010660290718e-06
M3-003,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.1999509297311306e-06
M3-004,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.100008375942707e-06
M3-005,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.200009137392044e-06
M3-006,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.800013706088066e-06
M3-007,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.500011421740055e-06
M3-008,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.100008375942707e-06
M3-009,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.0999501682817936e-06
M3-010,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.00000761449337e-06
M3-011,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.100008375942707e-06
M3-012,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.00000761449337e-06
M3-013,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,1.00000761449337e-06
M3-014,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,9.00006853044033e-07
M3-015,M3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\reaction_network.csv,9.999494068324566e-07
M4-001,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,2.570002106949687e-05
M4-002,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.400010660290718e-06
M4-003,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.9000144675374031e-06
M4-004,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.0999501682817936e-06
M4-005,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.100008375942707e-06
M4-006,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.00000761449337e-06
M4-007,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.100008375942707e-06
M4-008,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,9.00006853044033e-07
M4-009,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.100008375942707e-06
M4-010,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.100008375942707e-06
M4-011,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.2999516911804676e-06
M4-012,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.00000761449337e-06
M4-013,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,9.00006853044033e-07
M4-014,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.00000761449337e-06
M4-015,M4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\thermochemical_phases.csv,1.00000761449337e-06
M5-001,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,0.0027864999719895422
M5-002,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.300017513334751e-06
M5-003,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.200009137392044e-06
M5-004,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.300009898841381e-06
M5-005,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.00000761449337e-06
M5-006,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.200009137392044e-06
M5-007,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.300009898841381e-06
M5-008,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.100008375942707e-06
M5-009,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,1.00000761449337e-06
M5-010,M5,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.2999593056738377e-06
P1-001,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,6.089999806135893e-05
P1-002,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.800013706088066e-06
P1-003,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.100008375942707e-06
P1-004,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.00000761449337e-06
P1-005,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.100008375942707e-06
P1-006,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.0999501682817936e-06
P1-007,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.00000761449337e-06
P1-008,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.100008375942707e-06
P1-009,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,9.00006853044033e-07
P1-010,P1,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\isotope_tracers.csv,1.00000761449337e-06
P2-001,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.300009898841381e-06
P2-002,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
P2-003,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
P2-004,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.999471224844456e-07
P2-005,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
P2-006,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
P2-007,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
P2-008,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,9.00006853044033e-07
P2-009,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
P2-010,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
P3-001,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,3.279995871707797e-05
P3-002,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.300009898841381e-06
P3-003,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.100008375942707e-06
P3-004,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.00000761449337e-06
P3-005,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.200009137392044e-06
P3-006,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.100008375942707e-06
P3-007,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.00000761449337e-06
P3-008,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.3999524526298046e-06
P3-009,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.00000761449337e-06
P3-010,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.100008375942707e-06
P3-011,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,9.00006853044033e-07
P3-012,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.00000761449337e-06
